Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community / project,What is your personal focus in this community / project (Academic Research),What is your personal focus in this community / project (Development/Building),What is your personal focus in this community / project (Entrepreneurial Networking),What is your personal focus in this community / project (Speculative Research),What is your personal focus in this community / project (Community and friends),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project are you most excited about?,Which kind of project are you most excited about? (DeFi),Which kind of project are you most excited about? (Payments & On-Ramp),Which kind of project are you most excited about? (Other),Which kind of project are you most excited about? (DAO),Which kind of project are you most excited about? (Infrastructure),Which kind of project are you most excited about? (Wallet),Which kind of project are you most excited about? (Stablecoin),Which kind of project are you most excited about? (NFTs),Which kind of project are you most excited about? (Gaming & Metaverse),Which kind of project are you most excited about? (Bridge),Which kind of project are you most excited about? (Tooling & SDKs),Which kind of project are you most excited about? (DEX),Which kind of project are you most excited about? (Analytics & Block Explorer),Which kind of project are you most excited about? (Launchpad & Fundraising),How do you rate the Launch Party on Youtube?,Untitled long answer field,How often do you use Firefly?,What features are missing that would make you use Firefly more often?,What is currently stopping you from recommending Firefly to other people?,Anything else you'd like to share with the Firefly team?,How would you rate the documentation at https://wiki.iota.org,"Regarding the developer docs, tutorials, and tools, what do you expect the IOTA developer experience team to do more? (You can provide as many suggestions as you like)",Which project's (crypto/no-crypto) developer experience that you feel most exciting and why? Please provide as many details as you can,"The IOTA Foundation recently announced that it would enlarge its scope from only focusing on IoT and M2M. Do you have any thoughts about that, you would like to share with us?",An ever increasing amount of new crypto projects constantly enters the space. Which ones have you been taking an interest in within the past 6 months? (Bonus points if you tell us why),What should the IOTA Foundation do more? Please don’t forget to add why
o9EP0N,2ELGaj,2022-10-16 8:54:56,Positive,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,3,"Gaming & Metaverse, Launchpad & Fundraising, Other",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,Once a week,The wallet ist good as it is,"Ways to use the wallet, there is too little I can buy or something like that.",,10,,,,,"I think the IF is doing its job well in development. It should do more ""advertising"", for example with the few YouTube channels that always promote IOTA, these can reach people out there, investors, developers or people with ideas.
What we are missing is the momentum and the reach."
Ge6G8Q,QKdlz1,2022-10-16 9:47:53,Positive,"Community and friends, Speculative Research, Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,TRUE,TRUE,3,"DeFi, Payments & On-Ramp, Other, Wallet, Infrastructure, Stablecoin, Bridge",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,,Once a week,the battery on my phone,nothing,a bit of music from heaven.,9,All cool.keep going.,"carbon tracing ,small payment with no fee, boosting local economy for small player,briging a solid and futuristic economy, lots of applications.",I think it is a good idea to focus on projects that have the most traction...,none. I just think Iota is  the futur of intelligent economy If we are going to have one.,"I think you are doing very well, and hope you can keep going until more wide adoption."
aO9L7W,pbGpJP,2022-10-16 9:48:45,Positive,"Entrepreneurial Networking, Speculative Research",FALSE,FALSE,TRUE,TRUE,FALSE,4,"Payments & On-Ramp, Infrastructure, Other",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,A few times a week,"Browser Integration 
1 wallet for all networks
Mobile wallet for all networks
Identity Integration ","Waiting for stardust, sc, and coordicide on the IoTa mainnet",You are doing an incredible job laying a strong foundation for future developments!!!,8,Working examples / code templates,,,"AlphaZero
Grizzly",Hackathons esp. for universities and schools in order to engage future developers and acquaint them with IOTA
1WXe14,zxZ5Gg,2022-10-16 9:49:13,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Gaming & Metaverse, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,Kaufen und verkaufen von iotas auf der wallet direkt (  wie Moonpay nur sicher),Iota muss schon ch erst beweisen ,,6,,,,,
rD5eOR,lbLk5v,2022-10-16 10:09:06,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Infrastructure, Tooling & SDKs, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,,Less than once a month,"-Having an address book to send tokens to friends.
-Manage IOTA DID to be able to access websites and government sites. ",Biometric authentication is missing.,,8,,,"I think decentralized digital identity for people can greatly increase security and transparency in social networks, in e-commerce and in democratic processes. I think DID for people needs to have the same priority as DID for electronic devices. ",,I think you should organize events and courses to popularize and develop IOTA-based technologies. 
rD5e6N,pbGp6J,2022-10-16 10:19:32,Positive,"Entrepreneurial Networking, Speculative Research, Community and friends",FALSE,FALSE,TRUE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, Stablecoin, DAO, Bridge, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,,A few times a week,An swap option SMR / IOTA. And a stabel coin in the wallet would be fantastic.,Nothing ,,10,,Biverost and soonaverse,,"Biverost. If they manage to get onramping from fiat to stabelcoin it would be an moonrocket and beyond. 700 millions users and a big part got bad banking system. With this u can transfer money, feeless. ",Learing grops - learn more 
1WXL0l,Pdlqdx,2022-10-16 11:12:45,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DAO, NFTs, Gaming & Metaverse, Tooling & SDKs",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,,A few times a month,integration with IOTA wallet,"more adoption, more activity with shimmer in general",it's gorgeous and a great job,8,"more example code, every possible use case you can think of","IPFS. It's all about the documentation and code examples, none of which is necessarily from one source",IoT and M2M was all the rage when IOTA started. it's perfectly natural a projects focus shifts over time. and it's not a zero sum game: focus can be on different things,"filecoin, lens protocol. due to my area of focus",never stop making noise. and reach out to other project ecosystems. growth is all about engagement
o9Eq8P,rjVZDX,2022-10-16 11:15:45,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,1,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,A few times a month,,,,3,,,,,
o9EJGb,2EL6LV,2022-10-16 11:54:26,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"NFTs, Stablecoin, Gaming & Metaverse, DEX, DeFi, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Less than once a month,Creating my own nfts and tokens without knowing how to write a line of code.,It just sits there as my savings account for future progress I believe will be huge .cannot recommend to anyone else my vision of what has not been built yet.,I would like to see shimmer and iota pegged to the weight of silver and gold in milligrams 1 for 1. Not the paper price in fiction paper dollars. I want a sound money system where what sits in my vault is not an empty promise  in one hundred derivatives. ,10,"More YouTube videos, interviews or educational videos .stuff non coders can understand talking about use cases for the small bussiness rather than massive governmental  controled type systems of compliance. More autonomy for the little guy  because its all the little guys that hold up the big ones.","Earth2.io ,kenesis money.com, meshplus.io ,Alethia.ai to name a few .",I think machine2machine is great but man2man is better without a corporate fiction getting in the middle to parasite .,"Alethia.ai because I can train it without knowing code.
CSSCPSG  correct sentence structure communication parse syntax grammar is a language technology of closure for bullet proof contracts that have the same meaning backwards as they do read forwards. Just like a math problem gives the correct answer both ways .that is how you check its correctness. A quantum grammar contract created as an nft written by the man himself can then be entered into the machine2machine economy along with any other smart contract of exchange automation. ",Iota foundation could not should look at the options for its own jurisdiction and autonomy.  Just like a private members association or private members trust where it is autonomous inside its own virtual jurisdiction and not subject to any rules or laws dictated by one country of registration. Ie the country IF is registered and subject to.
zEjlqZ,2ELWXb,2022-10-16 13:10:56,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Infrastructure, Wallet, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,Would have liked to see more info about adoption of bigger VC players,Once a week,"- more overview over assets, not only a month back in time
- ledger nanoX support for mobile
- ",Only iota ecosystem possible,,,,,"Good thing, use that ecosystem money to foster development
Also: aim for government more!! EU needs to build more on IOTA","Azero - Hans said so
Cardano - Vasil
","As said, focus on government/EU projects, even if that’s a pain to do, because I think that more regulation I to come and those who are in line with that regulation from the start will have an advantage/USP"
aO9VAB,PdlxA1,2022-10-16 13:25:51,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Payments & On-Ramp, DeFi, Gaming & Metaverse",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a week,NFT & Defi integrations ,,,8,,,,,
VpGgrj,RGRNVl,2022-10-16 13:50:53,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Payments & On-Ramp, Stablecoin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Less than once a month,Direct buy/sell od asset,nobody knows what IOTA is...,,8,,M2M transactions,About time,Storage on the blockchain like Opacity former Oyster. Why no colaboration?,Public recognition
EqKyk4,44L6qB,2022-10-16 14:01:18,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Payments & On-Ramp, DeFi, Infrastructure, Wallet, NFTs, Launchpad & Fundraising, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,,A few times a month,More personal usecases.,Nothing.,-,8,,,Amazing!,Azero,
RWxEVK,1AMe8l,2022-10-16 14:37:42,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,1,"Gaming & Metaverse, Stablecoin",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a month,,,,10,,,,,Stop hyping evm when its not clearly here yet. Cannot take nothing seriosly with the current comms
8Nq7W5,J9LPa4,2022-10-16 14:48:03,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Wallet, Bridge, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,,Once a month,More payment possibilities with IOTA also mobile version needed for that,,,,,,,Cosmos,
zEjaeq,eqLVNl,2022-10-16 15:41:20,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Stablecoin, Wallet",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Once a week,,,,,,,,,
EqK4Al,WOPLQa,2022-10-16 16:05:10,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, DAO, Infrastructure, Bridge, DEX",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,Not seen,Once a month,,,,,,,,,
6DLb1B,KYLX5A,2022-10-16 17:05:15,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Tooling & SDKs, Analytics & Block Explorer, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,-,Less than once a month,"Analytics, chain resarch",to much change. Tech is not stable or at least the core,,8,More examples ,Integration of crypto and non-crypto world. ,none,-,
EqKjol,A7xkDN,2022-10-16 17:33:03,Positive,"Community and friends, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,4,"DeFi, Infrastructure, Wallet, NFTs, Gaming & Metaverse, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,,A few times a week,NFT ,,,8,,,,,
kb9aDe,xX2KD5,2022-10-16 19:05:05,Positive,"Speculative Research, Community and friends, Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,TRUE,TRUE,3,"Wallet, Payments & On-Ramp, DAO, NFTs, Launchpad & Fundraising",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,,Once a month,NFT,I don't know what it should be useful for yet. Development is ongoing. I'm waiting for specifics. I miss incentives for early investors and investors coming in from today.,"I am afraid that if everything is free, is it only speculation to earn money on SMR?",10,"I am not a programmer and I will never be. I am an amateur artist, I have no money for fees in other ETH projects. I want a tutorial on how to knock out an NFT on an SMR, where to keep your NFT and where and how to put your NFT for sale.    

I want your store to buy internet of things devices that I could install on my home or in the car. I want these devices to be easy to configure with a wallet. I want a map of active devices from which data can be obtained. If someone wants to get data from my device, I want the micropayment from this device to be visible on the wallet. Examples of devices that I can think of are, for example, a mini weather station.",Do not understand the question.,I want to have a wallet in the car that will connect to the parking meter and pay for the parking time myself. I want the wallet to communicate with my smart phone about the need to top up the wallet.,"GHX - gamerhash - have an interesting approach to the gaming market. Additionally, they have their own proprietary mining method - mining, which encourages players with good equipment to use their mining applications, taking advantage of the users' free hardware power.

ARI10 - I like them because they try to simplify the adoption of cryptocurrencies as much as possible and encourage ordinary people to use cryptocurrencies. They say it's not complicated and try to do it that way. They have very good incentives for investors.","""Once the community has established the Community Treasury DAO structure and its management by vote, tokens (10% of the total) will be donated to the community treasury. As this will require smart contracts to manage funds, the IOTA Foundation will maintain community token allocation until technology and community are ready to take ownership of them. "" I am very interested in this record. Why? I want to vote that all these tokens should be given to the community equivalent to the amount the user will have in his wallet at the time of the snapshot. Large exchange wallets such as Binance, Bitfinex etc. cannot be taken into account."
YjR5Yz,5BLRqM,2022-10-16 19:32:03,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, NFTs, Stablecoin, Gaming & Metaverse, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,Once a month,More utility for iota,The zero balance issue.  ETH just works.  IOTA seems you have to be an expert in IOTA to work out how to  get your balance to update on new installs.  Also having a changing address (the remainder thing) is really confusing & not good user experience,Id like to be able to delete profiles,,n/a,n/a,Makes sense but makes me wonder if the industry interest is fading,I like metaverse projects like futureverse.xyz - they are using Ripple,Its too early.  But you need to get projects to adopt iota - e.g. Opensea for NFTs.
o9D92P,WOPyvJ,2022-10-16 20:36:29,Positive,"Development/Building, Speculative Research, Community and friends, Academic Research",TRUE,TRUE,FALSE,TRUE,TRUE,3,"DeFi, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming & Metaverse, Bridge, Tooling & SDKs, Analytics & Block Explorer, Launchpad & Fundraising, Other",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2,Too smoll... Needs more fireworks ,Once a week,NFTs,Nada,"Love you guys, especially Amadeo ",8,Needs a dedicated person to make videos and tutorial (in or outside the IF),Hackatons!,,,
7XbXxZ,yPxLW0,2022-10-16 20:37:40,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,Gaming & Metaverse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a month,,,,10,,,No,,"More marketing, project is very underated "
1WkWvM,0QLNdQ,2022-10-16 20:52:21,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DEX, DeFi, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,Less than once a month,,,,,,,,," 1) get Venture Capitalists on board to open up new opportunities 

2) create significant publicity with a single event for devs (i.e. a large sum of iota to be awarded to a dev who can build or hack a certain feature of iota. if the award money is very significant it can gain publicity.. especially within the dev community. this will in turn bring in a lot of devs and the award might never even been claimed if the 'feature' is unhackable)"
gbebVO,dWlBPK,2022-10-16 21:24:46,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,2,"DeFi, Gaming & Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,A few times a week,,,,8,,,,,
GeK6xz,J9L5ed,2022-10-16 21:49:49,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, NFTs, Bridge, Gaming & Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week, , ,,8,,,,,
2jBX5M,aQ07Lb,2022-10-16 22:44:12,Positive,"Speculative Research, Academic Research",TRUE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Bridge",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,,Once a month,,,,5,,,,,
jebo96,GxLNYO,2022-10-17 2:13:49,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a week,,,,7,,,,,
vXrPqA,NpY5DO,2022-10-17 3:28:07,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,3,"DeFi, Wallet, NFTs, Bridge, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,NFT Support,nothing,you are awesome,,,,,,
9NXQZK,eq2Z0J,2022-10-17 4:33:00,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, DAO, NFTs, Bridge, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,,A few times a month,,,,8,,,,,
VpjJJN,aQENaW,2022-10-17 4:36:13,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Payments & On-Ramp, Infrastructure, Wallet, NFTs, Gaming & Metaverse",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,A few times a month,Effective use,"Currently only to hold the tokens. When something comes in the future, where everyone has a real benefit",Remains diligent ❤️,8,...,"NFT's, smart contact, gaming. Things that are used in everyday life.",...,I like projects that bring something to the crowd. Similar to Stepn app. People have to get the feeling that IOTA is really used.,I think your work is good and hope that you will be successful. Keep it up 
LDzWez,7RvRE9,2022-10-17 7:10:21,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,3,"DeFi, DAO, Stablecoin, NFTs, Gaming & Metaverse, Bridge, DEX, Analytics & Block Explorer, Payments & On-Ramp, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4,,Less than once a month,,,,10,,,,Aptos and Aptos ecosystem projects,
aOeYbZ,b5r5D0,2022-10-17 7:20:01,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,4,"Payments & On-Ramp, DeFi, Wallet, DEX, Gaming & Metaverse, Stablecoin",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,It wasn´t that what I have been expacting.,A few times a week,"- Direct connection with my bank account
- Direct connection with a feeless DEX",It is too complicated to settle an account for tem. They don´t see the value of cryptos.,Make it possible to save addresses from other wallets and DEXes. ,,,,focusing on one thing brings a higher quality always. ,iotabee,"do advertisment, because it is an awesome project, but people don´t know about it. "
