Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Did you participate in the Treasures of Shimmer campaign?,Did you participate in the Treasures of Shimmer campaign? (I participated in Test&Earn and tried out dApps on ShimmerEVM),Did you participate in the Treasures of Shimmer campaign? (I participated in Play&Earn and engaged with the quests on Zealy),Did you participate in the Treasures of Shimmer campaign? (I did NOT participate in the Treasures of Shimmer campaign),How memorable was the Treasures of Shimmer campaign to you?,Did the campaign prompt you to seek more information about Shimmer?,How did you first become aware of the Treasures of Shimmer campaign on Zealy?,What is your overall rating of the Test &amp; Earn campaign?,How frequent did you participate in the Test &amp; Earn campaign?,Has the campaign improved your understanding of smart contracts and DeFi?,"After partaking in the campaign, how likely is it that you will use your SMR tokens to participate in dApps on mainnet?",What motivated you to engage with the Treasures of Shimmer campaign on Zealy?,What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The Anne Bonny NFT prize),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The SMR airdrops),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (Other (Please comment)),Other,How would you rate the overall effectiveness of the Zealy campaign in capturing your attention and interest?,How would you rate your user experience with the TEA Zealy campaign?,"How likely is it, that you would participate in another Zealy campaign?",Additional comments
rorPj2,ND20Ol,2023-06-28 9:09:48,Negative,"Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"DeFi, Infrastructure, Wallet, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
5ZqxXZ,Xr6qNg,2023-06-28 9:10:07,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"NFTs, Gaming, Tooling & SDKs, DEX, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
LPMpZl,L916Q1,2023-06-28 9:10:01,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"NFTs, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,2,No,IOTA Twitter,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,2,3,2,
rorPol,4Bljyk,2023-06-28 9:12:33,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, DEX, Analytics & Block Explorer, Launchpad & Fundraising, Bridge, Stablecoin",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,Shimmer Blog,3,Couple of times,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,,3,
Y4zaY6,k98ZBJ,2023-06-28 9:16:43,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Bridge, DEX, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
0ejObQ,zN8e9E,2023-06-28 9:17:55,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, DeFi, Infrastructure, DEX, Bridge",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
4KNrAd,Ker0Xz,2023-06-28 9:19:14,Positive,"Speculative Research, Development/Building, Academic Research",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, Bridge, DEX, Wallet",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
o2VGKN,JdE0yz,2023-06-28 9:19:16,Positive,"Community and friends, Speculative Research, Development/Building, Governance",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,"DeFi, Infrastructure, Wallet, Stablecoin, Gaming, Metaverse, Bridge, Tooling & SDKs, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Daily,Yes,Likely,"The SMR airdrops, Other (Please comment)",FALSE,TRUE,TRUE,As part of the community I want to be a part of testing where I can (while not being a dev),4,3,3,"There where a bit to much retweets and tweets for my liking, I understand the reason behind it, but if you have a personal account it feels wrong to “spam” your friends/followers daily with for them not understandable tweets. Again, I understand the reason and importance of it tho.. "
O7BGgY,yXW1bW,2023-06-28 9:22:21,Positive,"Academic Research, Speculative Research, Community and friends",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, DAO, Infrastructure, NFTs, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,3,Daily,Yes,Extremely likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,,,,
a2rdob,OlxLDa,2023-06-28 9:22:54,Positive,"Development/Building, Academic Research, Community and friends",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,"Metaverse, Tooling & SDKs, Wallet, NFTs, Stablecoin, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Yes,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
97JQkG,5BLOzQ,2023-06-28 9:26:42,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Payments & On-Ramp, Infrastructure, Wallet, Gaming",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
o2VGWX,aep0Yv,2023-06-28 9:28:30,Negative,"Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"DEX, Bridge, Stablecoin, Wallet, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,IOTA/Shimmer Discord,3,Couple of times,Unsure,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,2,,2,
N7BoGb,OlrkpY,2023-06-28 9:28:51,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Stablecoin, Gaming, Tooling & SDKs, DEX",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
W8p5re,b91Lr2,2023-06-28 9:32:23,Positive,"Development/Building, Speculative Research, Entrepreneurial Networking",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, Stablecoin, NFTs, Wallet, Gaming, Metaverse, Bridge, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
d92xxK,zN8ZWE,2023-06-28 9:34:50,Positive,"Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Wallet, Infrastructure, Payments & On-Ramp, Launchpad & Fundraising",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,4,4,4,
97JDdQ,dNJlKD,2023-06-28 9:35:37,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"Metaverse, Wallet, Gaming, Tooling & SDKs, DEX",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Vz15Dl,q5xB75,2023-06-28 9:41:30,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DEX, DeFi, DAO, Payments & On-Ramp, Other",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
KVBlgD,AKMxYD,2023-06-28 9:43:36,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"DeFi, Wallet, NFTs, Stablecoin, Bridge, DEX, Launchpad & Fundraising, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
l6ld5X,Xr6E7g,2023-06-28 9:43:45,Positive,"Governance, Development/Building",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, DAO, NFTs",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,4,Yes,Shimmer Blog,4,Daily,Yes,Extremely likely,,,,,,,,,
Vz15XM,PDZlJb,2023-06-28 9:45:37,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Gaming, DEX, Other, Stablecoin",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
PzB575,pdYGaZ,2023-06-28 9:49:14,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, NFTs, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
0ej64N,OlxLOp,2023-06-28 9:50:01,Positive,"Governance, Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
2KxN0L,PDZla0,2023-06-28 9:50:14,Negative,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
192lXL,rB8L5X,2023-06-28 9:53:50,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,Launchpad & Fundraising,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Likely,,,,,,,,,
O7BzBR,OlxYL7,2023-06-28 10:00:42,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Stablecoin, NFTs, Bridge, DEX, Infrastructure, Wallet, Metaverse, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,4,Yes,dApp Discord,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,"I am Toru Kazama. I keep expecting Shimmer Mainnet. Because I translated WP of TangleSwap in Japanese. You know, I have translated WP ver 1.0 of IOTA in Japanese in 2016. Thanks a lot !"
D7vNYj,PDZYbd,2023-06-28 10:05:14,Negative,"Community and friends, Speculative Research, Entrepreneurial Networking, Development/Building, Academic Research, Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
KVB62D,lq8W46,2023-06-28 10:07:41,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, Bridge",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
ExbXV2,4BlvGd,2023-06-28 10:07:54,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Bridge, Payments & On-Ramp, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
2Kxe6e,lq8W5V,2023-06-28 10:09:08,Positive,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, NFTs, Bridge, Tooling & SDKs, DEX, Launchpad & Fundraising",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,3,4,4,
o2VyqO,M1k5RE,2023-06-28 10:10:16,Negative,"Community and friends, Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,IOTA/Shimmer Discord,3,Daily,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,4,3,The only 'feature' that I actually care about is Coordicide
xJNpGv,54avDQ,2023-06-28 10:10:49,Positive,"Community and friends, Academic Research, Development/Building, Entrepreneurial Networking, Governance",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, DAO, Wallet, NFTs, Bridge",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
Vz10ry,lq8W1X,2023-06-28 10:10:52,Positive,"Community and friends, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
MEdb9M,8zb8Vl,2023-06-28 10:12:20,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,Payments & On-Ramp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
O7BAGp,pdYWgq,2023-06-28 10:17:35,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Tooling & SDKs, Payments & On-Ramp, Wallet",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
LPMdGz,9BGyyQ,2023-06-28 10:19:09,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"DAO, Other",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
8ZpdRP,DKRJpp,2023-06-28 10:24:04,Positive,"Community and friends, Entrepreneurial Networking",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,"Wallet, DeFi, NFTs, Launchpad & Fundraising, Bridge, Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,4,Yes,Shimmer Blog,4,Couple of times,Yes,Likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,4,4,4,
PzBAg5,zN8rDg,2023-06-28 10:26:12,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, Infrastructure, Metaverse, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,No,"dApp Twitter (IOTAapes, ShimmerSea, etc..)",3,Couple of times,Unsure,Likely,,,,,,,,,
pDPAx8,E5oJNN,2023-06-28 10:34:57,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Wallet, Payments & On-Ramp, Gaming, Infrastructure, Other",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
eaxAr0,07qJGZ,2023-06-28 10:37:35,Negative,"Entrepreneurial Networking, Governance, Speculative Research",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,"Payments & On-Ramp, Wallet, Gaming, Analytics & Block Explorer, Launchpad & Fundraising",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,No,IOTA/Shimmer Discord,3,Daily,Yes,Extremely likely,,,,,,,,,i've been here since 2017 want to be positive  (i really really do) but the continuous 'code-cleanup' is disheartening and i do feel lied to with the SMR and ASMB introduction 2 years ago.    
vPxB2d,2B9Jzg,2023-06-28 10:41:06,Positive,"Speculative Research, Governance",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"DeFi, Infrastructure, DEX, Bridge, DAO",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
0ejML0,2B9JYg,2023-06-28 10:41:49,Positive,"Governance, Community and friends, Speculative Research, Entrepreneurial Networking, Development/Building, Academic Research",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,"NFTs, Wallet, Stablecoin, Infrastructure, DAO, DeFi, Bridge",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,A friend told me,3,Daily,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,4,Thank you for the development of web 3.0. You are doing an extremely important thing. I want to help you as much as possible in this difficult task!
ABbJjy,eDg7Vl,2023-06-28 10:45:34,Positive,"Development/Building, Entrepreneurial Networking, Governance",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,"NFTs, Wallet, Stablecoin, Payments & On-Ramp, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
a2rxvZ,OlxJRY,2023-06-28 10:45:55,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, DAO, Wallet, NFTs, Bridge, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
PzBEod,rB8rOM,2023-06-28 10:53:27,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research, Community and friends",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2,"Infrastructure, Payments & On-Ramp, Tooling & SDKs, Other",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
0ejPjZ,GKOB5k,2023-06-28 11:04:18,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,DAO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
ABb8WW,2B9xRj,2023-06-28 11:05:09,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Stablecoin, Payments & On-Ramp, Other, DeFi, Wallet, Infrastructure, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising, DAO",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
