"Submission ID","Respondent ID","Submitted at","How are you feeling about IOTA &amp; Shimmer right now?","What is your personal focus in this community / project","What is your personal focus in this community / project (Academic Research)","What is your personal focus in this community / project (Development/Building)","What is your personal focus in this community / project (Entrepreneurial Networking)","What is your personal focus in this community / project (Speculative Research)","What is your personal focus in this community / project (Community and friends)","What is your personal focus in this community / project (Governance)","How confident are you in the progress IOTA &amp; Shimmer is making?","Which libraries do you use for development (select all that apply)?","Which libraries do you use for development (select all that apply)? (Wallet library - https://github.com/iotaledger/wallet.rs)","Which libraries do you use for development (select all that apply)? (Client library - https://github.com/iotaledger/iota.rs)","Are you using the Rust crates, one of the bindings or iota.js?","Which bindings are you using? ","Which bindings are you using?  (NodeJS)","Which bindings are you using?  (Python)","Which bindings are you using?  (Java)","Which bindings are you using?  (Swift)","Which bindings are you using?  (WASM)","What are you using for learning resources? (e.g. wiki, codebase)","Do you have any feature request?","Do you have any feedback?","Which kind of project are you most excited about?","Which kind of project are you most excited about? (DeFi)","Which kind of project are you most excited about? (Payments & On-Ramp)","Which kind of project are you most excited about? (Other)","Which kind of project are you most excited about? (DAO)","Which kind of project are you most excited about? (Infrastructure)","Which kind of project are you most excited about? (Wallet)","Which kind of project are you most excited about? (Stablecoin)","Which kind of project are you most excited about? (NFTs)","Which kind of project are you most excited about? (Gaming)","Which kind of project are you most excited about? (Bridge)","Which kind of project are you most excited about? (Tooling & SDKs)","Which kind of project are you most excited about? (DEX)","Which kind of project are you most excited about? (Analytics & Block Explorer)","Which kind of project are you most excited about? (Launchpad & Fundraising)","Which kind of project are you most excited about? (Metaverse)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Smart Contracts)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DeFi)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Tokenomics)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DLT Protocol Features (zK, Sharding, etc..))","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Security (Managing tokens, bridges, etc..))","In which form would you prefer to learn new things the most?","In which form would you prefer to learn new things the most? (Blog posts)","In which form would you prefer to learn new things the most? (Twitter threads)","In which form would you prefer to learn new things the most? (IOTA Wiki Content)","In which form would you prefer to learn new things the most? (YouTube clips)","In which form would you prefer to learn new things the most? (Recorded Live Sessions)","In which form would you prefer to learn new things the most? (Podcasts)","Specific to the IOTA protocol, which things do you want to learn with priority?","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA 2.0 consensus)","Specific to the IOTA protocol, which things do you want to learn with priority? (Mana)","Specific to the IOTA protocol, which things do you want to learn with priority? (Digital Identity)","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA Smart Contracts)","Specific to the IOTA protocol, which things do you want to learn with priority? (Develop on IOTA (use libraries, etc))"
"jbrLj6","G6vg9Q","2023-03-20 14:16:43","Positive","Entrepreneurial Networking, Speculative Research, Community and friends, Governance, Development/Building, Academic Research",true,true,true,true,true,true,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,"both the above",,,"DeFi, Other, DAO, NFTs, Gaming, Wallet, DEX, Metaverse, Launchpad & Fundraising",true,false,true,true,false,true,false,true,true,false,false,true,false,true,true,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"Blog posts, Twitter threads, YouTube clips, Recorded Live Sessions",true,true,false,true,true,false,"Mana, IOTA Smart Contracts, Digital Identity, Develop on IOTA (use libraries, etc)",false,true,true,true,true
"YRbY5v","r5yplo","2023-03-20 14:21:00","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"Tooling & SDKs, Wallet, Payments & On-Ramp, DeFi, Infrastructure, DEX",true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,false,false,true,true,"Recorded Live Sessions, YouTube clips, Podcasts, Blog posts",true,false,false,true,true,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
"E5GDer","prxMNy","2023-03-20 14:36:45","Positive","Community and friends, Entrepreneurial Networking, Speculative Research",false,false,true,true,true,false,4,,,,,,,,,,,,,,"DeFi, NFTs, DAO, Metaverse, DEX",true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,"DeFi, Tokenomics, Smart Contracts, Security (Managing tokens, bridges, etc..)",true,true,true,false,true,"Blog posts, Twitter threads, YouTube clips",true,true,false,true,false,false,"Digital Identity, IOTA Smart Contracts, Mana",false,true,true,true,false
"jbr9q6","Oa19aR","2023-03-20 15:31:20","Positive","Entrepreneurial Networking, Development/Building, Community and friends",false,true,true,false,true,false,2,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"Rust Crates",,,,,,,"wiki & codebase","wallet.rs support for  ""#[no_std]"" ",,"DeFi, DAO, Stablecoin, Tooling & SDKs, Payments & On-Ramp, DEX",true,true,false,true,false,false,true,false,false,false,true,true,false,false,false,"DeFi, Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Tokenomics, Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"ae1rbb","qLZMOd","2023-03-20 15:39:53","Negative","Speculative Research",false,false,false,true,false,false,1,,,,,,,,,,,,,,"Other",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,"Security (Managing tokens, bridges, etc..)",false,false,false,false,true,"Twitter threads",false,true,false,false,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"Ke4Pvg","9BGyyQ","2023-03-20 15:52:19","Positive","Academic Research, Development/Building, Governance",true,true,false,false,false,true,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Rust Crates",,,,,,,"wiki",,,"DAO, Bridge, Payments & On-Ramp, DeFi",true,true,false,true,false,false,false,false,false,true,false,false,false,false,false,"Tokenomics, Smart Contracts",true,false,true,false,false,"Blog posts, IOTA Wiki Content",true,false,true,false,false,false,"IOTA Smart Contracts, IOTA 2.0 consensus",true,false,false,true,false
"pdN0R1","eMZlle","2023-03-20 15:52:20","Negative","Development/Building, Entrepreneurial Networking",false,true,true,false,false,false,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"Infrastructure, Bridge, Other",false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"Blog posts, YouTube clips",true,false,false,true,false,false,"Develop on IOTA (use libraries, etc)",false,false,false,false,true
"Xr7RNY","Pdl49Q","2023-03-20 15:55:28","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, DAO, NFTs, Bridge, DEX",true,false,false,true,false,false,false,true,false,true,false,true,false,false,false,"DeFi, Security (Managing tokens, bridges, etc..)",false,true,false,false,true,"Twitter threads",false,true,false,false,false,false,"IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",false,false,false,true,true
"1kYGaQ","9q6yap","2023-03-20 16:32:45","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DAO, Wallet, DEX",false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, Twitter threads, IOTA Wiki Content, YouTube clips, Recorded Live Sessions, Podcasts",true,true,true,true,true,true,"Digital Identity",false,false,true,false,false
"9XYpG4","aQ015Z","2023-03-20 16:37:20","Positive","Speculative Research, Community and friends",false,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, Infrastructure, Stablecoin, DEX, Gaming, DAO",true,false,false,true,true,false,true,false,true,false,false,true,false,false,false,"Tokenomics, DLT Protocol Features (zK, Sharding, etc..), DeFi, Smart Contracts",true,true,true,true,false,"YouTube clips, IOTA Wiki Content",false,false,true,true,false,false,"Mana, IOTA 2.0 consensus",true,true,false,false,false
"RdQbrJ","G6vaPL","2023-03-20 17:19:11","Positive","Speculative Research, Development/Building, Academic Research",true,true,false,true,false,false,3,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,"Shimmer website. I've only started learning.",,,"Payments & On-Ramp, Other, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Tooling & SDKs, Bridge, DEX",false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,"Smart Contracts, Tokenomics",true,false,true,false,false,"Recorded Live Sessions, Blog posts, Twitter threads, YouTube clips",true,true,false,true,true,false,"Develop on IOTA (use libraries, etc), Digital Identity",false,false,true,false,true
"eDG0dk","AzPY2B","2023-03-20 17:29:08","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"Infrastructure, Payments & On-Ramp, Wallet",false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,"Security (Managing tokens, bridges, etc..), DeFi",false,true,false,false,true,"Blog posts",true,false,false,false,false,false,"IOTA 2.0 consensus, Digital Identity",true,false,true,false,false
"GKV54k","oE6N75","2023-03-20 18:16:20","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Gaming, DEX",true,true,false,false,false,true,false,false,true,false,false,true,false,false,false,"Smart Contracts, Tokenomics, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, YouTube clips, Twitter threads",true,true,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"Ke4GAg","XLl6LP","2023-03-20 18:45:25","Negative","Speculative Research",false,false,false,true,false,false,1,,,,,,,,,,,,,,"Other",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"YouTube clips, Blog posts, Twitter threads, IOTA Wiki Content, Recorded Live Sessions",true,true,true,true,true,false,"IOTA 2.0 consensus",true,false,false,false,false
"NDxPeQ","vMj8Nv","2023-03-20 18:52:34","Positive","Development/Building",false,true,false,false,false,false,4,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Rust Crates",,,,,,,"Codebase of iota.rs","-","No","Infrastructure, Wallet, Stablecoin",false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Smart Contracts",true,false,false,true,false,"YouTube clips",false,false,false,true,false,false,"Digital Identity, IOTA 2.0 consensus, IOTA Smart Contracts",true,false,true,true,false
"DKoW25","XLl6Gj","2023-03-20 18:53:49","Negative","Academic Research, Development/Building, Community and friends",true,true,false,false,true,false,1,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Bindings","NodeJS, Python",true,true,false,false,false,"wiki, codebase, discord","helper functions to query transaction history",,"Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, Bridge, Tooling & SDKs, Analytics & Block Explorer",false,true,false,false,true,true,true,false,false,true,true,false,true,false,false,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,false,true,true,false,"IOTA Wiki Content, YouTube clips, Blog posts",true,false,true,true,false,false,"Mana, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",false,true,false,true,true
"YRbqZv","L914v2","2023-03-20 19:02:13","Negative","Speculative Research",false,false,false,true,false,false,1,,,,,,,,,,,,,,"Metaverse, Gaming",false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,"Tokenomics",false,false,true,false,false,"Recorded Live Sessions, Podcasts",false,false,false,false,true,true,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"oDZx0x","5bKaOQ","2023-03-20 19:06:46","Negative","Development/Building, Entrepreneurial Networking",false,true,true,false,false,false,1,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,,,,"DeFi, Payments & On-Ramp, DEX",true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,true,true,true,false,"Podcasts",false,false,false,false,false,true,"Develop on IOTA (use libraries, etc)",false,false,false,false,true
"pdNMlE","e5dv2e","2023-03-20 20:26:32","Positive","Governance, Community and friends, Speculative Research",false,false,false,true,true,true,2,,,,,,,,,,,,,,"DeFi, DAO, Infrastructure, Wallet, NFTs, Metaverse, Bridge, DEX, Launchpad & Fundraising",true,false,false,true,true,true,false,true,false,true,false,true,false,true,true,"Smart Contracts, DeFi, Tokenomics, Security (Managing tokens, bridges, etc..)",true,true,true,false,true,"IOTA Wiki Content, YouTube clips, Podcasts, Twitter threads, Blog posts",true,true,true,true,false,true,"IOTA Smart Contracts",false,false,false,true,false
"RdQlZl","YPDAvq","2023-03-20 20:40:37","Negative","Community and friends",false,false,false,false,true,false,1,,,,,,,,,,,,,,"Payments & On-Ramp",false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,"Tokenomics, Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,true,false,true,"Twitter threads, YouTube clips, Blog posts",true,true,false,true,false,false,"Mana, Digital Identity, IOTA Smart Contracts",false,true,true,true,false
"07Y5Rj","W297xk","2023-03-20 20:55:03","Negative","Development/Building",false,true,false,false,false,false,2,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"iota.js",,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, Bridge, Analytics & Block Explorer",true,true,false,false,true,false,false,false,false,true,false,false,true,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"BKYyke","vMjQgg","2023-03-21 03:40:05","Negative","Community and friends, Speculative Research",false,false,false,true,true,false,2,,,,,,,,,,,,,,"Wallet, Metaverse, DEX, Payments & On-Ramp, DeFi",true,true,false,false,false,true,false,false,false,false,false,true,false,false,true,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,false,false,true,true,"YouTube clips, Podcasts",false,false,false,true,false,true,"Mana, IOTA Smart Contracts",false,true,false,true,false
"QMq6Kp","DB44Nj","2023-03-21 07:48:21","Negative","Development/Building",false,true,false,false,false,false,1,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,"Account Abstraction with social login. It's already there in Ethereum and badly missing in the IOTA ecosystem. Check Web3Auth and Unipass. I guess as Shimmer is EVM based it should be straightforward to support it.",,"Payments & On-Ramp, DAO, DeFi, NFTs, Stablecoin, Infrastructure",true,true,false,true,true,false,true,true,false,false,false,false,false,false,false,"Smart Contracts, DeFi, Security (Managing tokens, bridges, etc..), DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,true,"Blog posts, Twitter threads",true,true,false,false,false,false,"Digital Identity, Develop on IOTA (use libraries, etc)",false,false,true,false,true
"jb4Z71","gaDeZD","2023-03-21 10:56:39","Positive","Governance",false,false,false,false,false,true,3,,,,,,,,,,,,,,"Infrastructure, DAO",false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,"Smart Contracts",true,false,false,false,false,"YouTube clips",false,false,false,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"XrArJY","lBbq8X","2023-03-21 11:22:48","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Gaming, Wallet, DEX",true,true,false,false,false,true,false,false,true,false,false,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), DeFi, Security (Managing tokens, bridges, etc..)",false,true,false,true,true,"YouTube clips, Recorded Live Sessions, Twitter threads",false,true,false,true,true,false,"Develop on IOTA (use libraries, etc), Digital Identity, IOTA 2.0 consensus",true,false,true,false,true
"oDNe0V","prbyMq","2023-03-21 12:11:25","Positive","Entrepreneurial Networking",false,false,true,false,false,false,3,,,,,,,,,,,,,,"Payments & On-Ramp, Other, NFTs, Bridge",false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,"Smart Contracts, Tokenomics",true,false,true,false,false,"Twitter threads, YouTube clips",false,true,false,true,false,false,"Mana, IOTA Smart Contracts",false,true,false,true,false
"zNBz0E","obovo1","2023-03-21 15:25:36","Positive","Speculative Research, Governance",false,false,false,true,false,true,3,,,,,,,,,,,,,,"DeFi, DAO, NFTs, Bridge, DEX, Tooling & SDKs, Wallet, Infrastructure",true,false,false,true,true,true,false,true,false,true,true,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), DeFi, Smart Contracts, Tokenomics",true,true,true,true,true,"YouTube clips, Twitter threads",false,true,false,true,false,false,"Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc), IOTA 2.0 consensus",true,true,true,true,true
"GKEBJo","Ppd0eQ","2023-03-21 17:35:58","Negative","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Payments & On-Ramp, Infrastructure, Stablecoin, Gaming, Other",false,true,true,false,true,false,true,false,true,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,false,false,true,true,"YouTube clips, Blog posts",true,false,false,true,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"eDO92x","MXeLkE","2023-03-21 18:31:31","Positive","Speculative Research, Community and friends",false,false,false,true,true,false,2,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, DAO, Gaming, Tooling & SDKs, DEX, Bridge, Analytics & Block Explorer, Launchpad & Fundraising, Wallet, NFTs, Stablecoin",true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,"DLT Protocol Features (zK, Sharding, etc..), Tokenomics, Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,true,true,true,"Blog posts, Twitter threads",true,true,false,false,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"XrAjVg","DB4yRN","2023-03-22 07:27:49","Negative","Speculative Research, Community and friends",false,false,false,true,true,false,2,,,,,,,,,,,,,,"Payments & On-Ramp, Infrastructure, Stablecoin, Gaming, DeFi, DEX",true,true,false,false,true,false,true,false,true,false,false,true,false,false,false,"Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Smart Contracts, DeFi",true,true,true,true,false,"Twitter threads, YouTube clips, IOTA Wiki Content, Blog posts",true,true,true,true,false,false,"Digital Identity, IOTA 2.0 consensus",true,false,true,false,false
"jb8DG4","pbGv6B","2023-03-22 09:36:45","Positive","Community and friends, Speculative Research, Entrepreneurial Networking",false,false,true,true,true,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, Bridge",true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,"Smart Contracts",true,false,false,false,false,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"xj5QQy","W2JqdN","2023-03-23 16:24:01","Positive","Speculative Research, Governance, Community and friends",false,false,false,true,true,true,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, DEX, Infrastructure, Bridge",true,true,false,false,true,true,false,false,false,true,false,true,false,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,false,"YouTube clips, Blog posts, IOTA Wiki Content",true,false,true,true,false,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
"PDJ8OQ","G6e40j","2023-03-23 19:53:53","Negative","Development/Building, Entrepreneurial Networking, Governance",false,true,true,false,false,true,2,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, DAO, Stablecoin, Gaming, DEX, Launchpad & Fundraising",true,true,false,true,true,false,true,false,true,false,false,true,false,true,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,true,true,true,false,"YouTube clips, Twitter threads",false,true,false,true,false,false,"IOTA Smart Contracts",false,false,false,true,false
